gene_id	HER2.1	HER2.2	HER2.3	NBS1	NBS2	NBS3	Non.TNBC1	Non.TNBC2	Non.TNBC3	TNBC1	TNBC2	TNBC3
ENSG00000256894	3	5	6	10	14	20	2	1	3	1	3	4
ENSG00000256896	0	0	0	0	0	0	0	1	0	5	0	4
ENSG00000256897	3	3	2	1	2	1	5	3	7	4	2	2
ENSG00000256898	0	3	3	0	0	0	0	2	0	1	0	1
ENSG00000256902	1	0	0	0	0	0	2	0	0	0	0	0
ENSG00000256904	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000256906	0	1	0	0	0	0	0	0	2	1	0	7
ENSG00000256912	3	1	0	1	0	0	0	1	0	1	0	3
ENSG00000256913	1	0	2	0	2	3	0	0	1	5	1	5
ENSG00000256915	0	0	0	0	1	0	1	3	3	5	0	9
ENSG00000256916	6	28	0	64	151	54	2	0	2	11	5	9
ENSG00000256917	0	0	0	0	0	0	2	2	1	1	0	5
ENSG00000256923	0	0	0	0	1	0	2	0	2	4	0	8
ENSG00000256925	1	0	0	0	0	0	1	6	2	7	0	9
ENSG00000256928	19	17	36	107	248	317	43	15	18	15	1	8
ENSG00000256937	14	47	17	3	1	0	2	4	1	6	1	8
ENSG00000256940	3	5	10	47	30	23	42	9	7	7	6	8
ENSG00000256943	0	0	0	0	0	0	0	1	1	6	0	1
ENSG00000256944	4	1	2	16	8	7	0	2	1	1	0	1
ENSG00000256947	1	0	0	2	2	2	2	3	2	5	0	6
ENSG00000256948	0	0	0	0	0	0	0	3	2	1	0	1
ENSG00000256950	1	0	0	0	0	0	0	0	1	0	1	0
ENSG00000256951	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256955	0	0	0	1	2	1	2	0	0	5	1	0
ENSG00000256963	0	0	0	0	0	0	1	1	0	5	0	0
ENSG00000256966	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256967	9	12	8	28	67	22	12	6	10	28	7	23
ENSG00000256968	0	0	1	1	2	8	3	0	1	2	0	1
ENSG00000256969	1	0	0	1	1	0	3	0	1	10	0	11
ENSG00000256971	0	0	0	0	0	0	0	0	0	3	0	1
ENSG00000256972	0	8	4	1	0	0	0	2	2	3	0	0
ENSG00000256973	4	2	9	0	2	1	6	7	7	10	0	5
ENSG00000256975	0	18	3	0	0	1	0	0	0	0	1	2
ENSG00000256977	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000256980	0	0	0	0	0	0	0	1	1	1	0	2
ENSG00000256981	28	57	37	1	0	0	3	8	4	18	4	16
ENSG00000256982	1	1	0	2	0	2	19	0	1	1	0	2
ENSG00000256984	0	1	0	2	0	3	0	1	1	8	2	7
ENSG00000256986	1	0	0	0	0	0	1	2	4	0	0	1
ENSG00000256987	2	0	0	0	0	0	0	0	1	1	0	2
ENSG00000256988	2	0	0	1	0	2	3	5	4	14	0	12
ENSG00000256994	0	0	1	0	0	0	0	1	9	2	0	5
ENSG00000256995	4	0	2	0	0	0	6	4	3	20	0	16
ENSG00000257000	20	26	13	36	66	78	3	9	13	11	0	4
ENSG00000257002	3	2	10	71	11	22	1	8	13	13	1	10
ENSG00000257004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257005	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000257008	0	1	0	0	0	0	2	4	2	7	0	3
ENSG00000257009	0	0	0	0	0	0	1	1	0	2	0	8
ENSG00000257012	0	0	0	1	0	0	0	0	0	0	0	2
ENSG00000257016	1	0	1	3	1	0	0	0	0	0	0	0
ENSG00000257017	3	8	3	27	2	2	28	7	2	20	1	19
ENSG00000257021	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257022	10	9	7	4	17	23	6	4	10	4	3	9
ENSG00000257023	0	0	1	1	2	1	0	2	1	1	0	3
ENSG00000257025	2	0	0	0	0	0	0	1	0	1	1	3
ENSG00000257027	269	216	216	15	20	35	58	82	105	92	9	77
ENSG00000257035	2	0	1	0	0	0	1	0	0	0	0	3
ENSG00000257037	0	0	0	0	1	0	2	1	1	0	0	4
ENSG00000257038	22	14	13	37	51	49	45	39	24	12	6	14
ENSG00000257042	1	1	2	1155	1180	816	7	3	5	2	4	9
ENSG00000257043	1	0	0	1	0	5	2	2	1	1	0	3
ENSG00000257045	0	2	2	0	1	10	2	9	6	2	0	11
ENSG00000257046	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257048	0	0	0	1	0	0	0	0	1	2	0	4
ENSG00000257052	1	2	1	2	0	1	1	0	1	0	0	4
ENSG00000257056	1	1	0	0	0	0	0	0	3	6	0	4
ENSG00000257057	0	0	0	0	0	0	1	0	1	3	0	0
ENSG00000257058	2	0	1	7	3	0	4	2	1	2	0	1
ENSG00000257060	3	9	0	5	8	5	6	6	8	49	3	44
ENSG00000257062	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000257065	0	0	0	0	0	1	0	0	0	0	0	3
ENSG00000257067	1	0	0	0	0	0	1	3	2	4	0	15
ENSG00000257069	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257070	0	0	0	0	0	0	1	0	0	2	0	6
ENSG00000257074	0	2	0	0	0	0	1	1	2	0	0	6
ENSG00000257075	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257078	0	0	1	0	0	0	1	2	0	1	0	3
ENSG00000257083	3	24	6	0	0	0	12	5	11	4	2	13
ENSG00000257084	1	1	4	21	15	4	9	7	12	9	5	3
ENSG00000257086	2	4	6	40	23	24	24	5	4	7	4	6
ENSG00000257087	0	0	1	0	0	0	1	0	0	1	0	2
ENSG00000257093	628	1124	588	285	713	594	715	358	402	298	125	408
ENSG00000257094	1	0	0	0	0	0	0	0	0	0	0	2
ENSG00000257095	0	0	0	0	0	0	1	1	1	1	0	5
ENSG00000257096	12	3	2	20	16	28	9	1	7	6	1	17
ENSG00000257097	11	15	5	22	54	24	9	6	24	10	3	11
ENSG00000257101	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000257103	604	1499	330	1115	1825	2739	1866	861	1131	1525	521	775
ENSG00000257105	1	0	0	0	0	0	1	0	0	2	0	4
ENSG00000257108	3	1	1	13	12	7	1	6	5	3	0	3
ENSG00000257109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257114	0	1	0	0	1	0	0	3	3	11	2	8
ENSG00000257115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257119	0	0	0	0	0	0	0	0	1	3	0	1
ENSG00000257120	4	2	0	0	0	0	0	0	1	2	0	8
ENSG00000257121	2	3	2	2	0	0	1	0	1	3	0	3
ENSG00000257122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257124	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000257125	0	0	0	0	0	0	0	2	4	0	0	3
ENSG00000257126	0	0	0	0	0	0	2	1	2	6	0	12
ENSG00000257127	4	1	0	0	0	0	2	4	7	7	2	10
ENSG00000257128	0	1	2	0	0	0	0	0	2	0	0	3
ENSG00000257129	0	0	0	0	0	0	0	1	1	3	0	12
ENSG00000257135	1	1	3	0	8	13	5	6	6	15	0	14
ENSG00000257137	0	0	1	1	0	0	2	4	7	5	0	26
ENSG00000257138	2	0	0	0	0	0	0	0	0	2	0	4
ENSG00000257139	0	2	1	0	0	0	0	2	0	1	0	4
ENSG00000257142	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257146	2	1	4	0	0	0	1	0	0	1	0	0
ENSG00000257150	17	8	14	5	3	2	10	8	11	7	2	9
ENSG00000257155	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257157	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000257159	0	1	1	0	0	0	0	0	2	1	0	4
ENSG00000257162	0	1	0	0	0	0	6	5	9	1	1	7
ENSG00000257164	0	0	0	0	0	0	1	3	0	3	0	11
ENSG00000257165	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000257167	93	169	78	54	157	127	266	134	117	202	38	62
ENSG00000257169	18	11	5	5	0	0	4	15	3	6	1	6
ENSG00000257171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257173	0	0	0	0	0	0	0	0	1	2	0	2
ENSG00000257175	0	0	0	0	0	0	1	0	3	4	0	3
ENSG00000257176	26	45	30	62	58	73	23	20	31	18	0	48
ENSG00000257178	3	3	3	0	0	0	5	7	15	12	2	17
ENSG00000257179	1	0	1	0	0	0	0	0	0	1	0	5
ENSG00000257180	0	0	0	0	0	0	0	1	1	3	0	2
ENSG00000257181	85	176	109	146	202	275	154	102	111	59	9	60
ENSG00000257183	0	0	0	0	0	0	0	1	0	1	0	5
ENSG00000257184	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257185	3	2	0	0	0	0	1	1	1	3	0	6
ENSG00000257191	4	0	0	0	0	0	4	1	2	2	0	10
ENSG00000257193	0	0	0	0	0	0	0	0	0	1	0	4
ENSG00000257194	9	0	1	0	1	0	0	1	0	1	0	4
ENSG00000257195	2	6	0	1	0	0	0	3	3	0	1	1
ENSG00000257198	0	0	0	0	0	0	0	0	1	1	0	4
ENSG00000257199	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000257202	9	14	20	34	14	40	27	4	11	8	5	14
ENSG00000257207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257210	0	0	0	0	0	1	0	0	0	1	0	1
ENSG00000257218	275	529	274	1170	1336	1500	939	463	856	450	92	275
ENSG00000257219	0	0	0	10	1	5	3	1	1	4	0	11
ENSG00000257220	1	1	0	0	0	0	1	1	1	4	0	8
ENSG00000257221	22	25	26	4	6	2	10	7	9	14	0	12
ENSG00000257222	7	27	13	15	10	11	12	3	11	9	2	10
ENSG00000257224	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257225	40	109	26	53	118	160	52	68	107	87	33	75
ENSG00000257226	2	1	2	0	0	0	0	2	4	6	0	8
ENSG00000257228	0	0	0	0	0	0	4	2	0	6	0	9
ENSG00000257230	0	0	0	0	0	0	0	0	2	0	0	3
ENSG00000257231	0	0	0	1	1	0	0	1	1	1	0	2
ENSG00000257235	0	0	0	0	0	0	0	1	0	1	0	1
ENSG00000257237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257239	1	0	0	0	0	0	1	1	1	3	0	0
ENSG00000257241	0	1	0	0	0	0	1	1	2	0	0	1
ENSG00000257242	38	8	21	21	33	31	8	5	4	10	0	12
ENSG00000257243	1	9	1	0	5	1	0	1	0	2	0	4
ENSG00000257246	6	15	2	2	0	1	3	5	8	9	0	2
ENSG00000257252	14	1	5	7	0	4	20	3	1	9	3	12
ENSG00000257253	0	0	0	0	1	0	1	1	2	6	1	5
ENSG00000257254	0	0	0	0	0	0	1	0	0	2	0	6
ENSG00000257256	4	2	0	3	1	0	2	3	3	5	0	4
ENSG00000257258	7	2	12	0	1	1	2	1	2	6	0	5
ENSG00000257259	0	0	0	0	0	0	2	3	7	6	0	22
ENSG00000257261	48	53	79	16	15	26	19	62	48	36	2	31
ENSG00000257262	0	0	0	0	0	0	0	1	0	6	0	3
ENSG00000257264	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000257265	0	1	0	0	0	0	0	1	0	0	0	2
ENSG00000257267	102	219	107	321	299	286	507	219	259	259	68	180
ENSG00000257268	0	0	0	0	0	0	2	5	1	3	0	2
ENSG00000257270	12	10	25	141	110	111	88	21	25	31	8	16
ENSG00000257271	0	10	0	4	2	3	3	0	2	29	3	5
ENSG00000257272	1	2	1	1	0	0	0	0	0	2	0	2
ENSG00000257275	5	0	4	0	0	0	1	1	2	12	0	13
ENSG00000257277	29	9	23	0	0	0	1	0	6	3	0	8
ENSG00000257279	34	73	39	29	21	20	36	26	34	38	2	32
ENSG00000257281	1	0	0	0	0	0	0	0	0	2	1	4
ENSG00000257283	0	1	1	6	0	5	2	3	3	2	0	11
ENSG00000257284	12	6	25	0	0	0	1	0	4	2	0	4
ENSG00000257285	15	16	27	112	88	69	20	14	14	43	5	7
ENSG00000257286	5	14	12	31	22	23	32	18	11	28	8	6
ENSG00000257287	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000257288	0	0	1	0	0	0	1	0	1	0	0	2
ENSG00000257289	4	2	0	1	0	0	0	0	0	4	0	0
ENSG00000257292	0	0	0	0	0	0	1	0	2	1	0	2
ENSG00000257294	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000257296	0	0	0	0	0	0	1	3	0	1	0	3
ENSG00000257298	50	8	27	8	17	10	13	21	26	13	1	25
ENSG00000257300	0	0	0	0	0	0	1	1	0	0	0	3
ENSG00000257302	1	0	0	0	0	1	1	0	1	2	0	2
ENSG00000257303	109	235	172	563	435	346	343	197	204	119	29	94
ENSG00000257307	0	1	0	3	10	7	2	0	2	3	0	10
ENSG00000257308	0	0	0	0	0	0	1	0	2	1	0	4
ENSG00000257310	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257315	15	6	11	0	8	0	40	20	20	4	3	8
ENSG00000257316	0	0	1	0	0	0	2	0	2	6	0	7
ENSG00000257319	0	0	0	0	4	3	1	1	1	0	0	0
ENSG00000257322	7	0	3	0	2	2	2	2	2	10	0	22
ENSG00000257323	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000257325	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000257327	0	1	1	4	1	3	6	0	1	2	1	3
ENSG00000257329	0	3	0	1	0	0	0	0	0	0	0	2
ENSG00000257331	1	0	0	0	0	1	0	4	3	8	0	16
ENSG00000257332	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257335	32	24	27	38	4	16	35	20	27	48	19	117
ENSG00000257336	0	0	0	0	0	0	1	0	1	1	0	2
ENSG00000257337	357	573	358	3311	3095	3291	1039	594	750	325	81	376
ENSG00000257341	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000257342	182	223	211	1652	1296	1397	1558	543	579	479	211	533
ENSG00000257343	0	0	0	0	0	0	0	1	0	1	0	4
ENSG00000257345	3	0	0	2	1	2	1	1	0	2	0	0
ENSG00000257346	0	0	0	0	5	3	2	1	2	0	0	2
ENSG00000257350	0	0	0	0	0	0	1	0	0	1	0	2
ENSG00000257354	44	68	46	14	19	19	40	48	43	46	7	34
ENSG00000257355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257356	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257359	14	26	9	45	46	61	11	7	10	14	3	7
ENSG00000257360	0	0	0	0	0	0	4	5	3	5	0	6
ENSG00000257364	0	0	0	0	0	0	0	0	1	1	1	4
ENSG00000257365	30	25	30	36	38	49	48	25	33	40	3	28
ENSG00000257366	0	1	0	0	0	0	0	1	0	0	0	1
ENSG00000257368	0	0	1	0	0	0	2	1	0	3	0	4
ENSG00000257373	0	0	0	0	0	0	0	3	1	3	0	4
ENSG00000257376	8	19	6	4	5	3	2	10	2	5	0	5
ENSG00000257378	1	0	0	0	0	0	0	0	0	2	0	0
ENSG00000257379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257384	1	0	0	3	0	1	1	0	0	1	0	0
ENSG00000257386	131	124	76	154	200	249	382	197	172	109	34	125
ENSG00000257389	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000257390	32	51	49	158	126	146	123	81	88	51	24	85
ENSG00000257391	1	15	0	0	0	0	1	0	0	3	0	0
ENSG00000257392	0	0	0	0	0	0	0	0	1	1	0	1
ENSG00000257395	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000257398	3	0	1	0	1	0	5	7	6	10	0	8
ENSG00000257400	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000257402	0	0	0	0	0	0	3	0	0	3	0	4
ENSG00000257403	1	1	1	3	0	0	2	1	3	1	0	0
ENSG00000257404	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000257405	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000257407	9	0	0	0	0	0	3	3	0	7	0	22
ENSG00000257408	0	0	0	0	0	0	1	0	0	1	0	1
ENSG00000257410	7	1	7	45	29	21	16	15	10	5	1	15
ENSG00000257411	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257414	0	0	0	0	0	0	0	0	1	1	0	1
ENSG00000257415	0	0	0	0	0	0	0	1	2	6	0	7
ENSG00000257426	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000257429	0	0	0	0	0	0	1	0	1	0	0	4
ENSG00000257431	0	1	0	0	2	0	2	0	1	2	0	5
ENSG00000257432	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257433	15	15	18	85	145	113	28	15	31	34	3	32
ENSG00000257434	1	0	1	57	36	39	6	2	2	5	0	4
ENSG00000257435	0	0	0	0	0	0	0	0	1	1	0	1
ENSG00000257438	9	1	3	0	0	0	2	2	4	8	2	17
ENSG00000257443	5	2	0	1	0	0	1	0	4	2	0	3
ENSG00000257444	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000257446	1	30	3	24	7	17	4	2	1	4	0	5
ENSG00000257449	0	0	0	2	0	0	0	0	0	1	0	5
ENSG00000257452	67	11	45	35	29	20	357	47	52	174	22	92
ENSG00000257453	26	51	18	2185	2321	4407	266	74	56	57	61	37
ENSG00000257454	0	0	0	0	0	0	0	0	0	0	0	5
ENSG00000257456	1	2	0	0	0	4	1	0	0	1	0	0
ENSG00000257458	0	6	0	1	0	0	0	2	0	1	0	2
ENSG00000257464	1	3	2	1	0	1	0	1	0	1	0	2
ENSG00000257465	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257467	6	0	4	0	1	1	7	0	5	1	0	10
ENSG00000257470	0	0	0	0	0	0	0	1	1	2	0	7
ENSG00000257472	1	1	3	0	0	0	0	0	0	1	0	7
ENSG00000257474	2	3	2	6	1	1	5	4	3	2	0	9
ENSG00000257475	3	9	6	3	2	2	5	4	5	3	1	5
ENSG00000257476	0	0	0	0	0	0	0	0	1	2	0	1
ENSG00000257477	0	0	0	1	0	0	3	1	0	1	0	11
ENSG00000257480	0	0	1	1	0	0	0	1	3	9	0	7
ENSG00000257488	0	0	1	1	1	11	1	2	5	7	0	10
ENSG00000257489	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257493	0	2	0	0	0	0	2	1	3	0	0	0
ENSG00000257494	14	39	25	2	10	6	16	11	15	7	0	4
ENSG00000257495	0	0	0	1	1	1	3	6	5	12	0	19
ENSG00000257496	13	10	14	1	0	0	4	6	5	8	0	1
ENSG00000257497	8	6	8	39	16	16	66	21	11	10	2	10
ENSG00000257500	0	0	0	2	2	2	0	5	1	1	0	3
ENSG00000257501	10	0	0	1	0	0	4	6	5	16	0	14
ENSG00000257503	0	0	0	0	0	0	1	0	1	4	0	2
ENSG00000257504	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000257506	0	0	0	0	0	0	0	1	0	0	0	4
ENSG00000257507	1	0	0	0	0	0	3	0	0	2	0	3
ENSG00000257509	5	5	3	2	8	4	2	4	4	5	0	4
ENSG00000257510	0	0	0	0	0	0	1	2	1	2	0	2
ENSG00000257511	9	17	14	25	28	31	9	8	7	19	0	5
ENSG00000257512	1	1	1	1	0	1	9	3	5	1	1	9
ENSG00000257513	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257514	0	0	0	1482	631	103	1	1	0	3	0	4
ENSG00000257515	2	0	3	0	0	0	3	2	1	1	0	4
ENSG00000257517	0	0	0	0	1	0	0	1	3	3	0	2
ENSG00000257519	0	0	0	0	0	0	2	0	1	0	0	0
ENSG00000257520	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257522	1	0	0	0	0	0	6	3	5	21	0	24
ENSG00000257523	0	0	0	0	0	0	1	2	0	6	0	5
ENSG00000257524	3	0	3	4	1	2	4	2	3	2	0	2
ENSG00000257526	4	6	0	6	6	2	5	1	5	7	2	4
ENSG00000257527	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257528	0	0	0	0	0	0	0	3	1	0	0	7
ENSG00000257529	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257530	8	24	9	45	50	53	5	4	10	15	5	3
ENSG00000257531	3	0	1	1	3	0	2	1	2	5	1	5
ENSG00000257534	4	2	2	2	2	1	3	1	4	3	0	6
ENSG00000257539	1	1	0	1	0	0	1	2	0	8	1	6
ENSG00000257541	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000257542	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000257543	0	1	0	1	6	1	1	2	0	1	0	1
ENSG00000257545	7	23	13	17	13	28	25	18	20	19	3	14
ENSG00000257548	9	5	6	87	164	98	9	8	6	5	4	3
ENSG00000257550	147	218	101	212	374	682	135	107	143	134	13	109
ENSG00000257551	2	1	0	32	27	65	2	6	3	4	0	3
ENSG00000257553	56	98	73	572	447	527	298	98	121	96	27	52
ENSG00000257556	3	11	1	16	11	10	18	0	1	8	3	7
ENSG00000257557	22	21	20	65	84	146	71	66	41	39	5	33
ENSG00000257558	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257563	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257564	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000257568	8	8	10	1	0	0	4	2	6	4	0	8
ENSG00000257569	0	0	0	0	0	0	3	0	1	2	0	2
ENSG00000257570	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257572	0	0	0	1	0	0	0	0	0	2	0	3
ENSG00000257576	0	4	3	16	4	3	6	6	3	2	1	6
ENSG00000257579	5	1	0	3	12	21	3	6	0	1	0	3
ENSG00000257580	0	0	0	0	0	0	0	0	0	2	1	1
ENSG00000257582	1	1	0	0	0	0	1	0	0	1	0	3
ENSG00000257585	0	0	0	0	0	0	0	0	1	0	0	4
ENSG00000257586	0	0	0	0	0	0	0	0	0	2	0	4
ENSG00000257587	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000257588	4	3	2	8	9	9	3	1	1	16	3	4
ENSG00000257591	3	13	3	2	0	2	7	4	6	2	1	6
ENSG00000257594	2	0	2	0	6	7	61	20	5	2	2	8
ENSG00000257595	0	1	0	2	1	2	0	2	0	4	0	0
ENSG00000257596	3	13	9	1	2	2	5	3	5	5	0	3
ENSG00000257599	7	3	4	9	11	20	6	8	7	6	3	9
ENSG00000257603	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000257604	0	0	0	20	6	0	2	3	1	3	1	8
ENSG00000257605	13	22	15	178	177	111	56	39	42	17	4	21
ENSG00000257607	10	11	8	38	54	108	12	11	15	9	3	5
ENSG00000257609	0	0	0	0	0	0	0	0	1	1	0	2
ENSG00000257611	0	1	0	0	0	0	0	0	3	3	0	5
ENSG00000257612	6	0	0	0	0	0	3	1	3	8	0	11
ENSG00000257614	0	0	0	0	0	0	1	0	0	1	0	4
ENSG00000257616	0	1	0	1	0	1	2	1	2	6	0	11
ENSG00000257621	279	191	189	333	577	470	359	190	332	200	30	145
ENSG00000257622	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257624	3	2	0	0	0	0	1	0	2	2	1	3
ENSG00000257629	0	0	1	0	0	0	2	0	0	0	0	2
ENSG00000257634	0	0	1	3	1	0	0	2	2	3	0	7
ENSG00000257635	0	3	0	0	0	0	1	0	1	0	0	2
ENSG00000257636	4	24	15	0	0	0	1	1	2	12	0	10
ENSG00000257639	0	0	0	0	0	0	2	3	2	5	0	18
ENSG00000257642	0	0	1	0	0	0	0	1	0	0	0	2
ENSG00000257643	1	1	1	1	0	0	1	0	0	3	0	1
ENSG00000257644	0	0	0	0	0	0	0	0	1	1	0	1
ENSG00000257645	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000257647	14	29	4	0	4	3	6	8	4	5	1	7
ENSG00000257648	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257649	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000257653	26	35	37	282	254	271	78	94	128	54	7	64
ENSG00000257654	0	0	0	1	0	0	0	1	0	0	0	2
ENSG00000257657	1	0	0	1	0	1	5	2	2	7	0	13
ENSG00000257658	0	5	2	1	0	0	3	0	1	2	0	7
ENSG00000257660	0	1	1	1	0	3	0	2	2	2	1	2
ENSG00000257662	0	0	1	0	0	0	0	0	0	2	0	1
ENSG00000257663	47	95	42	888	484	652	209	96	100	57	25	56
ENSG00000257664	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257666	0	0	0	0	0	0	1	1	1	1	0	0
ENSG00000257668	0	0	0	0	1	0	0	0	0	1	0	5
ENSG00000257671	139	327	407	2542	3339	2943	715	12	22	319	98	136
ENSG00000257672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257674	0	0	0	0	0	0	3	2	4	8	0	12
ENSG00000257675	0	0	0	0	0	0	0	3	1	1	0	1
ENSG00000257677	0	0	0	0	0	0	0	3	6	0	0	3
ENSG00000257680	0	0	0	0	0	0	0	0	4	2	0	2
ENSG00000257681	2	9	0	31	26	40	6	0	3	2	1	1
ENSG00000257682	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000257683	2	0	0	1	1	1	3	0	0	0	0	3
ENSG00000257687	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257691	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257696	2	0	0	3	1	1	7	1	1	3	0	1
ENSG00000257698	7	7	8	31	15	28	49	32	39	13	5	21
ENSG00000257700	0	5	0	1	1	17	0	0	0	0	0	0
ENSG00000257702	22	7	24	38	28	49	123	35	20	17	8	30
ENSG00000257703	0	0	0	0	0	0	5	1	7	6	0	14
ENSG00000257704	9	4	4	159	115	154	33	13	22	17	15	5
ENSG00000257711	1	0	0	0	0	0	4	2	2	2	0	15
ENSG00000257715	50	61	111	162	158	145	79	44	57	19	5	29
ENSG00000257718	0	1	0	55	50	101	3	1	2	4	1	1
ENSG00000257720	0	0	0	0	0	0	1	0	0	3	0	10
ENSG00000257721	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257723	0	0	0	0	0	0	0	0	1	1	0	2
ENSG00000257725	4	2	0	0	0	0	0	0	1	3	0	3
ENSG00000257726	2	0	0	0	1	0	0	2	2	3	0	3
ENSG00000257727	24	71	20	34	27	12	56	34	44	32	14	26
ENSG00000257729	0	0	0	0	0	0	0	2	4	0	0	1
ENSG00000257730	0	0	0	0	0	1	0	0	1	0	0	4
ENSG00000257731	0	0	0	0	0	0	0	1	1	1	0	3
ENSG00000257732	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000257735	1	3	0	2	2	2	0	3	0	5	0	5
ENSG00000257737	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257738	0	0	3	0	0	0	0	1	2	1	0	5
ENSG00000257740	1	3	2	3	5	2	8	7	2	5	1	4
ENSG00000257741	0	0	0	0	0	0	1	0	3	4	0	5
ENSG00000257743	31	815	3	117	323	198	13	10	13	27	99	28
ENSG00000257746	1	0	0	0	0	0	1	1	2	6	0	8
ENSG00000257747	0	0	0	0	0	0	1	1	0	4	0	3
ENSG00000257748	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000257750	0	0	0	0	0	0	0	0	0	3	0	6
ENSG00000257751	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000257752	2	8	7	0	2	1	3	3	2	5	0	5
ENSG00000257754	1	10	1	0	0	0	0	0	0	3	0	2
ENSG00000257756	0	0	0	0	0	0	2	5	5	7	0	8
ENSG00000257757	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257758	0	0	0	0	1	0	0	4	1	4	0	3
ENSG00000257759	1	4	0	1	0	0	2	5	1	1	0	5
ENSG00000257761	0	1	0	9	0	0	1	3	2	1	0	6
ENSG00000257762	0	0	0	0	0	0	1	2	3	10	1	20
